dataset: transition_bl, variable: velocity, time: 1.0, temporal method: none, spatial method: fd4noint, spatial operator: gradient												
time	x_point	y_point	z_point	duxdx	duxdy	duxdz	duydx	duydy	duydz	duzdx	duzdy	duzdz
1.0	100.0	0.0	0.0	1.740168471542347e-07	1.206741213798523	-9.00960458238842e-07	7.011738745177354e-08	-1.6016034578569815e-06	-1.4917884527676506e-07	-9.072389843822748e-07	-0.010921677574515343	1.6329192931152647e-06
1.0	100.0	0.20408163265306123	0.0	-0.0024877467658370733	1.2337754964828491	0.09252607822418213	8.457717922283337e-05	-0.0028739820700138807	-0.000472555635496974	-0.0004377949226181954	0.008650120347738266	0.005349975079298019
1.0	100.0	0.40816326530612246	0.0	-0.004159129224717617	1.1708519458770752	0.1302506923675537	0.00015368415915872902	-0.0038291062228381634	-0.0012606726959347725	-0.0004323016037233174	0.009542948566377163	0.007971402257680893
1.0	100.0	0.6122448979591837	0.0	-0.0045656668953597546	0.9192821979522705	0.08821415901184082	0.0004113117465749383	-0.003834088798612356	-0.0020070206373929977	-0.0023260382004082203	0.015718355774879456	0.008351768366992474
1.0	100.0	0.8163265306122449	0.0	-0.0007125647971406579	0.5148035883903503	0.04919242858886719	0.0006885598413646221	-0.0029789318796247244	0.0006393715739250183	-0.004536637105047703	0.05017800256609917	0.003698877990245819
1.0	100.0	1.0204081632653061	0.0	-0.000933405477553606	0.23936790227890015	0.04064035415649414	0.00048347856500186026	0.010800797492265701	0.004103736486285925	0.003925204277038574	-0.012198599986732006	-0.009761080145835876
1.0	100.0	1.2244897959183674	0.0	-0.0035368846729397774	0.1508120894432068	0.03406095504760742	0.0015912583330646157	0.01621234230697155	-0.001739222789183259	0.009168921038508415	-0.06145910546183586	-0.01262819766998291
1.0	100.0	1.4285714285714286	0.0	-0.003980571869760752	0.09128841012716293	0.028079986572265625	0.004979155957698822	0.0038203983567655087	-0.01508096419274807	0.002413489855825901	-0.04192798584699631	0.00010613352060317993
1.0	100.0	1.6326530612244898	0.0	-0.0009046444902196527	0.044699713587760925	0.01928567886352539	0.008312961086630821	-0.009242655709385872	-0.025591759011149406	-0.005857998505234718	-0.010550126433372498	0.009991548955440521
1.0	100.0	1.836734693877551	0.0	0.004856149200350046	0.005398276261985302	0.003155231475830078	0.010182815603911877	-0.009578152559697628	-0.02889750339090824	-0.006628899835050106	-0.011089863255620003	0.00450601801276207
1.0	100.0	2.0408163265306123	0.0	0.008890163153409958	-0.013247482478618622	-0.009918689727783203	0.009711877442896366	0.0014370349235832691	-0.024366766214370728	-0.0015145109500735998	-0.029131906107068062	-0.010461464524269104
1.0	100.0	2.2448979591836737	0.0	0.011766735464334488	-0.022842707112431526	-0.020999908447265625	0.007629878353327513	0.015422472730278969	-0.016056133434176445	0.005707059521228075	-0.046356894075870514	-0.02717152237892151
1.0	100.0	2.4489795918367347	0.0	0.013450561091303825	-0.024755464866757393	-0.02846813201904297	0.004778532776981592	0.02364199236035347	-0.009046487510204315	0.011754976585507393	-0.052102960646152496	-0.036998450756073
1.0	100.0	2.6530612244897958	0.0	0.013486919924616814	-0.019628219306468964	-0.029195308685302734	0.002173233311623335	0.022218376398086548	-0.006603579968214035	0.014592724852263927	-0.0442487895488739	-0.0356401652097702
1.0	100.0	2.857142857142857	0.0	0.012674116529524326	-0.015606607310473919	-0.026062965393066406	0.0008726036758162081	0.016438497230410576	-0.007514350116252899	0.015206614509224892	-0.03269783779978752	-0.029087096452713013
1.0	100.0	3.0612244897959187	0.0	0.011841188184916973	-0.014541958458721638	-0.023526668548583984	0.00038010484422557056	0.009518755599856377	-0.009831108152866364	0.015747934579849243	-0.01981857605278492	-0.02136293053627014
1.0	100.0	3.2653061224489797	0.0	0.010834078304469585	-0.011694512329995632	-0.023319721221923828	0.000726107566151768	0.0042447601445019245	-0.012559778988361359	0.016022445634007454	-0.008181126788258553	-0.015086233615875244
1.0	100.0	3.4693877551020407	0.0	0.008991795592010021	-0.005182004999369383	-0.022884368896484375	0.0013372955145314336	0.003033364424481988	-0.013736195862293243	0.014912099577486515	-0.0024264995008707047	-0.012024343013763428
1.0	100.0	3.673469387755102	0.0	0.0024440360721200705	0.009324595332145691	-0.018280029296875	0.0027160802856087685	0.004992852918803692	-0.012773208320140839	0.008885666728019714	0.0033631236292421818	-0.007401317358016968
1.0	100.0	3.8775510204081636	0.0	-0.004341766703873873	0.017614241689443588	-0.012348175048828125	0.004148408770561218	0.006717121694236994	-0.010081589221954346	0.0011061327531933784	0.007326646242290735	-0.0022516250610351562
1.0	100.0	4.081632653061225	0.0	-0.015214056707918644	0.02526571787893772	-0.0030541419982910156	0.007625767029821873	0.005441504064947367	-0.005181461572647095	-0.0150129534304142	0.015758955851197243	0.010130584239959717
1.0	100.0	4.285714285714286	0.0	-0.0207878015935421	0.030249973759055138	0.00015497207641601562	0.010413668118417263	0.0017623031744733453	-0.0030495822429656982	-0.02634837105870247	0.022517066448926926	0.019481122493743896
1.0	100.0	4.4897959183673475	0.0	-0.02351524867117405	0.03713548928499222	3.910064697265625e-05	0.012567137368023396	-0.0030473952647298574	-0.0021369382739067078	-0.035823605954647064	0.028919929638504982	0.026976868510246277
1.0	100.0	4.6938775510204085	0.0	-0.021992787718772888	0.04140375927090645	-0.0007228851318359375	0.013627659529447556	-0.008784203790128231	-0.001783818006515503	-0.041947539895772934	0.032798729836940765	0.03105802834033966
1.0	100.0	4.8979591836734695	0.0	-0.01572038233280182	0.03384023532271385	0.0018329620361328125	0.014235338196158409	-0.015598095953464508	-0.0016969889402389526	-0.044389668852090836	0.031572047621011734	0.03150218725204468
1.0	100.0	5.1020408163265305	0.0	-0.007241201587021351	0.018979061394929886	0.007729530334472656	0.01508594211190939	-0.021529383957386017	-0.0023821741342544556	-0.04447658360004425	0.02764575369656086	0.02888248860836029
1.0	100.0	5.3061224489795915	0.0	-0.00026636189431883395	0.011268063448369503	0.013745307922363281	0.016056453809142113	-0.02376638539135456	-0.0039832256734371185	-0.0445651113986969	0.02736206352710724	0.024069271981716156
1.0	100.0	5.510204081632653	0.0	0.0035380064509809017	0.00862968061119318	0.01705026626586914	0.017230946570634842	-0.021455438807606697	-0.005738222971558571	-0.045705679804086685	0.02890976332128048	0.017893724143505096
1.0	100.0	5.714285714285714	0.0	0.004207293968647718	0.0073278420604765415	0.017199993133544922	0.018028948456048965	-0.018917720764875412	-0.00639662891626358	-0.046283986419439316	0.027814524248242378	0.014648791402578354
1.0	100.0	5.918367346938775	0.0	0.0034560072235763073	0.005676778499037027	0.015463829040527344	0.020085951313376427	-0.012840908952057362	-0.006867070682346821	-0.04602055624127388	0.02002495341002941	0.009269729256629944
1.0	100.0	6.122448979591837	0.0	0.0011135184904560447	0.004782516974955797	0.015120983123779297	0.02263070084154606	-0.00792968925088644	-0.00585910864174366	-0.04318172112107277	0.009195628575980663	0.006782342679798603
1.0	100.0	6.326530612244898	0.0	-4.470529165701009e-05	0.0034500006586313248	0.016979217529296875	0.024069860577583313	-0.006165121216326952	-0.004977624863386154	-0.04103737697005272	0.005224935244768858	0.006266814656555653
1.0	100.0	6.530612244897959	0.0	-0.00123362778685987	-0.0013213324127718806	0.02391958236694336	0.02713101916015148	-0.0026094941422343254	-0.0037423521280288696	-0.03558756038546562	0.0037883552722632885	0.0040526241064071655
1.0	100.0	6.73469387755102	0.0	-0.0011127365287393332	-0.003157759318128228	0.026533126831054688	0.02850874699652195	-0.00029624183662235737	-0.003726821392774582	-0.032094329595565796	0.005990360863506794	0.0016091440338641405
1.0	100.0	6.938775510204081	0.0	-0.0007389460224658251	-0.0037278924137353897	0.024095535278320312	0.03019808419048786	0.004695719573646784	-0.004343375563621521	-0.023051263764500618	0.010098544880747795	-0.003902179654687643
1.0	100.0	7.142857142857143	0.0	-0.001587700447998941	-0.004272488411515951	0.01992511749267578	0.030445490032434464	0.006770509760826826	-0.004616191610693932	-0.017691057175397873	0.009267372079193592	-0.005150260403752327
1.0	100.0	7.346938775510204	0.0	-0.0035891372244805098	-0.005334370769560337	0.016005992889404297	0.03037772886455059	0.00855224672704935	-0.004773308522999287	-0.012499283999204636	0.005672941915690899	-0.004899973049759865
1.0	100.0	7.551020408163265	0.0	-0.009227713569998741	-0.0009936490096151829	0.014672279357910156	0.029455453157424927	0.011608991771936417	-0.0047828746028244495	-0.006692066323012114	-0.008753894828259945	-0.0022809524089097977
1.0	100.0	7.755102040816327	0.0	-0.011061616241931915	0.006121979560703039	0.01815652847290039	0.02861684560775757	0.012237748131155968	-0.004992570728063583	-0.007249016780406237	-0.01671331748366356	-0.0010984502732753754
1.0	100.0	7.959183673469388	0.0	-0.011567074805498123	0.01210048422217369	0.023697853088378906	0.027605142444372177	0.011665299534797668	-0.0059222690761089325	-0.009439947083592415	-0.0216598529368639	8.240342140197754e-06
1.0	100.0	8.16326530612245	0.0	-0.01099545881152153	0.0039463285356760025	0.035809993743896484	0.0255496297031641	0.008595888502895832	-0.010533813387155533	-0.014377260580658913	-0.018529823049902916	0.002578776329755783
1.0	100.0	8.36734693877551	0.0	-0.011305676773190498	-0.009586923755705357	0.04018354415893555	0.024488022550940514	0.007548458408564329	-0.01312015950679779	-0.016149204224348068	-0.013024208135902882	0.0038711652159690857
1.0	100.0	8.571428571428571	0.0	-0.011889735236763954	-0.024697095155715942	0.04274940490722656	0.0230734683573246	0.006911732722073793	-0.014825809746980667	-0.01735154539346695	-0.007522959262132645	0.004993021488189697
1.0	100.0	8.775510204081632	0.0	-0.0118793323636055	-0.03731469810009003	0.04308271408081055	0.02102348767220974	0.006001729983836412	-0.015191115438938141	-0.017702344805002213	-0.003999120555818081	0.005738548934459686
1.0	100.0	8.979591836734695	0.0	-0.0077445185743272305	-0.04455196484923363	0.03545856475830078	0.015193198807537556	0.0013677712995558977	-0.011240709573030472	-0.015758531168103218	-0.002072626259177923	0.006249472498893738
1.0	100.0	9.183673469387756	0.0	-0.0037573513109236956	-0.038785628974437714	0.029257774353027344	0.011942613869905472	0.0007354192202910781	-0.00822962075471878	-0.013818313367664814	0.006950329057872295	0.0036453530192375183
1.0	100.0	9.387755102040817	0.0	0.0005804207175970078	-0.027671264484524727	0.023087024688720703	0.00896003283560276	0.004714568145573139	-0.007190123200416565	-0.01087802555412054	0.027521232143044472	-0.005213946104049683
1.0	100.0	9.591836734693878	0.0	0.0034107579849660397	-0.01236437913030386	0.013724803924560547	0.007049510255455971	0.007759271655231714	-0.005653172731399536	-0.006011483259499073	0.041171230375766754	-0.013211425393819809
1.0	100.0	9.795918367346939	0.0	0.003863148158416152	-0.002534055383875966	0.004919528961181641	0.006649693939834833	0.0020759885665029287	0.0014706999063491821	0.0008000912494026124	0.030042177066206932	-0.006767080165445805
1.0	100.0	10.0	0.0	0.002494656713679433	-0.004704838618636131	0.004424571990966797	0.007206667680293322	-0.00873811449855566	0.011608012020587921	0.008195147849619389	0.007581888232380152	0.00661146454513073
